id,store_name,domain,store_type,city,state,website,guessed_email,product_fit,mx_status,evidence_url,contact_form_url,recommended_action,notes
60,Pulp Fiction Comics & Games,pulpfictioncomics.com,comic / game store,Culver City,CA,https://www.pulpfictioncomics.com/,info@pulpfictioncomics.com,card_games,?,https://www.pulpfictioncomics.com/,,review,Physical store in Culver City. Email from website.
295,Puzzles Plus,puzzlesplusnashville.com,puzzle store,Nashville,TN,https://www.puzzlesplusnashville.com/,info@puzzlesplusnashville.com,both,?,https://www.puzzlesplusnashville.com/,,review,Batch4d: Nashville puzzle specialty store.
139,RIW Hobbies & Games,riwhobbies.com,toy / game / hobby store,Livonia,MI,https://www.riwhobbies.com/,info@riwhobbies.com,both,?,https://www.riwhobbies.com/,,review, | GUESSED: info@riwhobbies.com not on site
111,Red Caps Corner,redcapscorner.com,board game store,Philadelphia,PA,https://www.redcapscorner.com/,info@redcapscorner.com,card_games,?,https://www.redcapscorner.com/,,review, | GUESSED: info@redcapscorner.com not on site
88,Red Castle Games,redcastlegames.com,board game store,Portland,OR,https://www.redcastlegames.com/,staff@redcastlegames.com,card_games,?,https://www.redcastlegames.com/,,review,Email from website. Physical store in Portland. | GUESSED: staff@redcastlegames.
140,Samurai Comics & Games,samuraicomics.com,comic / game store,Phoenix,AZ,https://www.samuraicomics.com/,info@samuraicomics.com,card_games,?,https://www.samuraicomics.com/,,review," | downgraded: guessed_or_unverified_email, needs email verification on official"
233,Sci-Fi City Games,scificitygames.com,board game store,Orlando,FL,https://www.scificitygames.com/,info@scificitygames.com,card_games,?,https://www.scificitygames.com/,,review,
144,Scottsdale Toy Company,scottsdaletoyco.com,independent toy store,Scottsdale,AZ,https://www.scottsdaletoyco.com/,info@scottsdaletoyco.com,both,?,https://www.scottsdaletoyco.com/,,review,
181,Shall We Game,shallwegamelv.com,board game store,Las Vegas,NV,https://www.shallwegamelv.com/,info@shallwegamelv.com,card_games,?,https://www.shallwegamelv.com/,,review,
132,Shuffle & Cut,shuffleandcut.com,board game store,Orange,CA,https://www.shuffleandcut.com/,info@shuffleandcut.com,card_games,?,https://www.shuffleandcut.com/,,review," | downgraded: guessed_or_unverified_email, needs email verification on official"
198,Silly Good Fun,sillygoodfun.com,independent toy store,Brooklyn,NY,https://www.sillygoodfun.com/,hello@sillygoodfun.com,both,?,https://www.sillygoodfun.com/,,review, | GUESSED: hello@sillygoodfun.com not on site
248,SoCal Games & Comics,socalgamescomics.com,comic / game store,Tustin,CA,https://www.socalgamescomics.com/,info@socalgamescomics.com,card_games,?,https://www.socalgamescomics.com/,,review,
155,Space Cadets Collection Station,spacecadets.com,board game store,Houston,TX,https://www.spacecadets.com/,info@spacecadets.com,card_games,?,https://www.spacecadets.com/,,review," | downgraded: guessed_or_unverified_email, needs email verification on official"
170,Stomping Grounds,stompinggroundsphl.com,board game store / cafe,Philadelphia,PA,https://www.stompinggroundsphl.com/,info@stompinggroundsphl.com,card_games,?,https://www.stompinggroundsphl.com/,,review,
294,Storyville Toys,storyvilletoys.com,independent toy store,Arlington,VA,https://www.storyvilletoys.com/,info@storyvilletoys.com,both,?,https://www.storyvilletoys.com/,,review,"Batch4d: Arlington VA toy store. Puzzles, books, games. | GUESSED: info@storyvil"
131,TC's Rockets,tcsrockets.com,collectible / game store,San Diego,CA,https://www.tcsrockets.com/,info@tcsrockets.com,card_games,?,https://www.tcsrockets.com/,,review,More collectible focused. Game section available. | downgraded: guessed_or_unver
167,Tabletop Game Cafe,tabletopkc.com,board game store / cafe,Kansas City,MO,https://www.tabletopkc.com/,info@tabletopkc.com,card_games,?,https://www.tabletopkc.com/,,review,
258,Tacoma Games,tacomagames.com,board game store,Tacoma,WA,https://www.tacomagames.com/,info@tacomagames.com,card_games,?,https://www.tacomagames.com/,,review,
80,Terra Toys,terratoysaustin.com,independent toy store,Austin,TX,https://www.terratoysaustin.com/,info@terratoysaustin.com,both,?,https://www.terratoysaustin.com/,,review,Physical store in Austin. Email from website.
234,The Collective,collectiveorlando.com,board game store / lounge,Orlando,FL,https://www.collectiveorlando.com/,info@collectiveorlando.com,card_games,?,https://www.collectiveorlando.com/,,review,
118,The Curio Shoppe & Wizardry Store,curioshoppealexandria.com,gift / game store,Alexandria,VA,https://www.curioshoppealexandria.com/,hello@curioshoppealexandria.com,both,?,https://www.curioshoppealexandria.com/,,review, | GUESSED: hello@curioshoppealexandria.com not on site
127,The Game Keep,thegamekeep.com,board game store,Nashville,TN,https://www.thegamekeep.com/,info@thegamekeep.com,card_games,?,https://www.thegamekeep.com/,,review,
287,The Game Room,gameroompa.com,board game store,Palo Alto,CA,https://www.gameroompa.com/,info@gameroompa.com,card_games,?,https://www.gameroompa.com/,,review,Batch4d: Palo Alto board game store near Stanford.
299,The Gameroom,gameroomclt.com,board game store,Charlotte,NC,https://www.gameroomclt.com/,info@gameroomclt.com,card_games,?,https://www.gameroomclt.com/,,review,"Batch4d: Charlotte board game store. Board games, card games."
105,The Games People Play,gamespeopleplaycambridge.com,board game store,Cambridge,MA,https://www.gamespeopleplaycambridge.com/,info@gamespeopleplaycambridge.com,card_games,?,https://www.gamespeopleplaycambridge.com/,,review,
266,The Gaming Pit,thegamingpit.com,board game store,Buford,GA,https://www.thegamingpit.com/,info@thegamingpit.com,card_games,?,https://www.thegamingpit.com/,,review,
292,The Learning Tree,learningtreeoakland.com,educational toy store,Oakland,CA,https://www.learningtreeoakland.com/,info@learningtreeoakland.com,both,?,https://www.learningtreeoakland.com/,,review,Batch4d: Oakland educational toy store. Learning through play.
163,The Rook Game Room,therooknola.com,board game store / bar,New Orleans,LA,https://www.therooknola.com/,info@therooknola.com,card_games,?,https://www.therooknola.com/,,review,
251,The Toy Box,toyboxbrookline.com,independent toy store,Brookline,MA,https://www.toyboxbrookline.com/,info@toyboxbrookline.com,both,?,https://www.toyboxbrookline.com/,,review,
207,Therapy Stores,therapystores.com,toy / gift store,San Francisco,CA,https://www.therapystores.com/,info@therapystores.com,both,?,https://www.therapystores.com/,,review,
87,Things From Another World,tfaw.com,comic / game store,Portland,OR,https://www.tfaw.com/,info@tfaw.com,card_games,?,https://www.tfaw.com/,,review,Email from website. Multiple Portland locations. Owned by Dark Horse Comics. | d
153,Third Planet Comics & Games,thirdplanet.com,comic / game store,Houston,TX,https://www.thirdplanet.com/,info@thirdplanet.com,card_games,?,https://www.thirdplanet.com/,,review, | GUESSED: info@thirdplanet.com not on site
171,Tiki Tiki Board Games,tikitikiboardgames.com,board game store,Philadelphia,PA,https://www.tikitikiboardgames.com/,hello@tikitikiboardgames.com,card_games,?,https://www.tikitikiboardgames.com/,,review, | GUESSED: hello@tikitikiboardgames.com not on site
108,Timbuk Toys,timbuktoys.com,independent toy store chain,Denver,CO,https://timbuktoys.com/,info@timbuktoys.com,both,?,https://timbuktoys.com/,,review, | GUESSED: info@timbuktoys.com not on site
89,Time Vault Games,timevaultgames.com,board game store,Portland,OR,https://www.timevaultgames.com/,info@timevaultgames.com,card_games,?,https://www.timevaultgames.com/,,review,Email from website. Physical store in downtown Portland. | GUESSED: info@timevau
125,Titan Comics & Games,titancomicsga.com,comic / game store,Atlanta,GA,https://www.titancomicsga.com/,info@titancomicsga.com,card_games,?,https://www.titancomicsga.com/,,review,
240,Top Deck Games,topdecktucson.com,board game store,Tucson,AZ,https://www.topdecktucson.com/,info@topdecktucson.com,card_games,?,https://www.topdecktucson.com/,,review,
285,Top Ten Toys,toptentoys.com,independent toy store,Seattle,WA,https://www.toptentoys.com/,info@toptentoys.com,both,?,https://www.toptentoys.com/,,review,
264,Toy Chest,thetoychestnc.com,independent toy store,Hillsborough,NC,https://www.thetoychestnc.com/,info@thetoychestnc.com,both,?,https://www.thetoychestnc.com/,,review,
218,Toy Garden,toygarden.com,independent toy store,Seattle,WA,https://www.toygarden.com/,info@toygarden.com,both,?,https://www.toygarden.com/,,review," | downgraded: guessed_or_unverified_email, needs email verification on official"
79,Toy Joy,toyjoy.com,independent toy store,Austin,TX,https://www.toyjoy.com/,info@toyjoy.com,both,?,https://www.toyjoy.com/,,review,Austin institution. Email from website. Physical store. | GUESSED: info@toyjoy.c
70,Toy Lab,toylabchicago.com,independent toy store,Chicago,IL,https://www.toylabchicago.com/,hello@toylabchicago.com,both,?,https://www.toylabchicago.com/,,review,Email from website. Physical store in Chicago. | GUESSED: hello@toylabchicago.co
203,Toy Mandala,toymandala.com,independent toy store,Los Angeles,CA,https://www.toymandala.com/,hello@toymandala.com,both,?,https://www.toymandala.com/,,review," | downgraded: guessed_or_unverified_email, needs email verification on official"
298,Toy Sense,toysenseatl.com,independent toy store,Atlanta,GA,https://www.toysenseatl.com/,info@toysenseatl.com,both,?,https://www.toysenseatl.com/,,review,"Batch4d: Atlanta independent toy store. Toys, puzzles, games."
177,Treasure Coast Toys,treasurecoasttoys.com,independent toy store,Vero Beach,FL,https://www.treasurecoasttoys.com/,info@treasurecoasttoys.com,both,?,https://www.treasurecoasttoys.com/,,review,
247,Turn Zero Games,turnzerogames.com,board game store,Los Angeles,CA,https://www.turnzerogames.com/,info@turnzerogames.com,card_games,?,https://www.turnzerogames.com/,,review," | downgraded: guessed_or_unverified_email, needs email verification on official"
24,Turtle Creek Puzzles,comcast.net,puzzle / gift store,Charleston,SC,https://puzzleboxguy.com/,weekapal@comcast.net,puzzles,?,https://puzzleboxguy.com/,,review,"84 N Market St, Charleston SC 29401 | Email: weekapal@comcast.net | downgraded_f"
121,Uncle Bob's Hobbies,unclebobshobbies.com,board game store,Raleigh,NC,https://www.unclebobshobbies.com/,info@unclebobshobbies.com,card_games,?,https://www.unclebobshobbies.com/,,review,
219,Uncle's Games,unclesgames.com,board game store,Bellevue,WA,https://www.unclesgames.com/,info@unclesgames.com,card_games,?,https://www.unclesgames.com/,,review, | GUESSED: info@unclesgames.com not on site
176,Unreal City Comics,unrealcitycomics.com,comic / game store,Miami,FL,https://www.unrealcitycomics.com/,info@unrealcitycomics.com,card_games,?,https://www.unrealcitycomics.com/,,review,
117,Victory Comics,victorycomics.com,comic / game store,Falls Church,VA,https://www.victorycomics.com/,info@victorycomics.com,card_games,?,https://www.victorycomics.com/,,review, | GUESSED: info@victorycomics.com not on site
272,Villainous Lair,villainouslair.com,board game store,Fort Myers,FL,https://www.villainouslair.com/,info@villainouslair.com,card_games,?,https://www.villainouslair.com/,,review,
134,Warhammer Madison,warhammermadison.com,board game / hobby store,Madison,WI,https://www.warhammermadison.com/,info@warhammermadison.com,card_games,?,https://www.warhammermadison.com/,,review,
273,Wildcat Toys,wildcattoys.com,independent toy store,Boulder,CO,https://www.wildcattoys.com/,info@wildcattoys.com,both,?,https://www.wildcattoys.com/,,review, | GUESSED: info@wildcattoys.com not on site
300,Wonderment Toys,wondermenttoys.com,independent toy store,Madison,WI,https://www.wondermenttoys.com/,info@wondermenttoys.com,both,?,https://www.wondermenttoys.com/,,review,"Batch4d: Madison specialty toy store. Puzzles, games."
229,Y2Komics,y2komics.com,comic / game store,Dallas,TX,https://www.y2komics.com/,info@y2komics.com,card_games,?,https://www.y2komics.com/,,review," | downgraded: guessed_or_unverified_email, needs email verification on official"
191,Yellowstone Forever Gift Shop,yellowstoneforever.org,national park gift shop,Yellowstone,WY,https://www.yellowstoneforever.org/,store@yellowstoneforever.org,both,?,https://www.yellowstoneforever.org/,,review,Nonprofit park store. Wholesale vendor process available. | GUESSED: store@yello
217,Zulu's Board Game Cafe,zuluscafe.com,board game store / cafe,Seattle,WA,https://www.zuluscafe.com/,info@zuluscafe.com,card_games,?,https://www.zuluscafe.com/,,review,
